Rank;Startnumber;Firstname;Surname;Gender;Nat;Club;Race;Class;Total Time;Diff Winner;TimeOfDay;City;Status
27;21;Rune Strandli;;M;;;SS4;Menn senior;00:00:00;;;;DNF
15;34;Christian Samuelsen;;M;;;SS4;Menn senior;0:13:26;;;;OK
28;36;Børge Kvinge;;M;;;SS4;Menn senior;00:00:00;;;;DNF
1;31;Jostein Hole;;M;;;SS5;Menn senior;0:11:16;;;;OK
2;30;Brage Vestavik;;M;;;SS5;Menn senior;0:12:21;;;;OK
4;29;Henrik Ulleland;;M;;;SS5;Menn senior;0:13:52;;;;OK
3;28;Christian Coll;;M;;;SS5;Menn senior;0:13:41;;;;OK
7;32;Gustav Norvik;;M;;;SS5;Menn senior;0:16:18;;;;OK
6;12;Kaspar Kvalø;;M;;;SS5;Menn senior;0:14:50;;;;OK
11;13;Audun Flatvad;;M;;;SS5;Menn senior;0:17:59;;;;OK
9;5;Kristoffer Steen;;M;;;SS5;Menn senior;0:16:41;;;;OK
8;25;Ole Henrik Norberg;;M;;;SS5;Menn senior;0:16:39;;;;OK
13;27;Sindre Balstad;;M;;;SS5;Menn senior;0:19:02;;;;OK
12;9;Lars Tore Haug;;M;;;SS5;Menn senior;0:18:14;;;;OK
10;33;Anders Olsson;;M;;;SS5;Menn senior;0:17:05;;;;OK
14;15;Sindre Våge;;M;;;SS5;Menn senior;0:19:55;;;;OK
15;6;Stener Bjørnstad;;M;;;SS5;Menn senior;0:21:31;;;;OK
5;35;Sander Sølvberg;;M;;;SS5;Menn senior;0:14:31;;;;OK
16;23;Bjørn Bakko;;M;;;SS5;Menn senior;0:26:33;;;;OK
17;8;Dirk Scholtholt;;M;;;SS5;Menn senior;0:31:55;;;;OK
27;10;Martin Ellingsen;;M;;;SS5;Menn senior;00:00:00;;;;DNF
25;17;Dimitri Georgiu;;M;;;SS5;Menn senior;00:00:00;;;;DNF
24;18;Petter Bentzen;;M;;;SS5;Menn senior;00:00:00;;;;DNF
22;21;Rune Strandli;;M;;;SS5;Menn senior;00:00:00;;;;DNF
19;34;Christian Samuelsen;;M;;;SS5;Menn senior;00:00:00;;;;DNF
18;36;Børge Kvinge;;M;;;SS5;Menn senior;00:00:00;;;;DNF
1;1;Helene Thon Moland;;F;;;SS1;Kvinner senior;0:18:11;;;;OK
1;1;Helene Thon Moland;;F;;;SS2;Kvinner senior;0:10:23;;;;OK
1;1;Helene Thon Moland;;F;;;SS3;Kvinner senior;0:22:20;;;;OK
1;1;Helene Thon Moland;;F;;;SS4;Kvinner senior;0:17:20;;;;OK
1;1;Helene Thon Moland;;F;;;SS5;Kvinner senior;0:23:45;;;;OK
1;24;Kristian Holiman;;M;;;SS1;Menn junior;0:11:43;;;;OK
2;26;Leo Solland;;M;;;SS1;Menn junior;0:13:56;;;;OK
3;7;Noah Holmefjord-Dalland;;M;;;SS1;Menn junior;0:13:56;;;;OK
4;16;Tore Våge;;M;;;SS1;Menn junior;0:16:16;;;;OK
5;19;Peder Kirkebøen;;M;;;SS1;Menn junior;0:13:57;;;;OK
1;24;Kristian Holiman;;M;;;SS2;Menn junior;0:08:18;;;;OK
2;26;Leo Solland;;M;;;SS2;Menn junior;0:09:28;;;;OK
3;7;Noah Holmefjord-Dalland;;M;;;SS2;Menn junior;0:09:30;;;;OK
4;16;Tore Fjompen Våge;;M;;;SS2;Menn junior;00:00:00;;;;DNF
5;19;Peder Kirkebøen;;M;;;SS2;Menn junior;00:00:00;;;;DNF
1;24;Kristian Holiman;;M;;;SS3;Menn junior;0:12:13;;;;OK
2;26;Leo Solland;;M;;;SS3;Menn junior;0:14:29;;;;OK
3;7;Noah Holmefjord-Dalland;;M;;;SS3;Menn junior;0:15:51;;;;OK
4;16;Tore Fjompen Våge;;M;;;SS3;Menn junior;00:00:00;;;;DNF
5;19;Peder Kirkebøen;;M;;;SS3;Menn junior;00:00:00;;;;DNF
1;24;Kristian Holiman;;M;;;SS4;Menn junior;0:13:57;;;;OK
2;26;Leo Solland;;M;;;SS4;Menn junior;0:11:17;;;;OK
3;7;Noah Holmefjord-Dalland;;M;;;SS4;Menn junior;0:12:29;;;;OK
4;16;Tore Fjompen Våge;;M;;;SS4;Menn junior;00:00:00;;;;DNF
5;19;Peder Kirkebøen;;M;;;SS4;Menn junior;00:00:00;;;;DNF
