"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";""
"12";"16";"Ingrid Kristine";"Odongo";"F";"NOR";"Hemsedal IL Sykkel / Speedproducts";"FE 1";"K Senior";"12:08.0";"3:34.0";"2015-06-28T11:19:38.0000000";"HEMSEDAL";""
"13";"7";"Martine";"Walbye";"F";"NOR";"SKREIA";"FE 1";"K Senior";"12:20.0";"3:46.0";"2015-06-28T11:15:20.0000000";"SKREIA";""
"14";"8";"Inger Helene";"Hamborg";"F";"NOR";"Snertne Pigers Velocipedklub";"FE 1";"K Senior";"12:25.0";"3:51.0";"2015-06-28T11:15:55.2880000";"Kongsberg";""
"15";"14";"Tonje";"Sameien";"F";"NOR";"SOGNDAL";"FE 1";"K Senior";"15:37.0";"7:03.0";"2015-06-28T11:22:07.0000000";"SOGNDAL";""
"16";"13";"Maria";"Bergli";"F";"NOR";"DRAMMEN";"FE 1";"K Senior";"16:27.0";"7:53.0";"2015-06-28T11:22:27.0000000";"Drammen";""
"1";"58";"Espen";"Johnsen";"M";"NOR";"Bergen MTB Klubb";"FE 1";"M Senior";"6:27.0";"0:00.0";"2015-06-28T11:34:57.0000000";"Bergen";""
"2";"68";"Zakarias Blom";"Johansen";"M";"NOR";"SK Rye sykkel";"FE 1";"M Senior";"6:34.0";"0:07.0";"2015-06-28T11:40:04.0000000";"Kolsås";""
"3";"70";"Lars Vatnebryn";"Sandviken";"M";"NOR";"Drammen CK";"FE 1";"M Senior";"6:50.0";"0:23.0";"2015-06-28T11:41:20.0000000";"Kongsberg";""
"4";"73";"Nils Einar";"Berget";"M";"NOR";"Sogn CK";"FE 1";"M Senior";"6:54.0";"0:27.0";"2015-06-28T11:42:54.0000000";"VALDERØYA";""
"5";"61";"Tom";"Haukom";"M";"NOR";"FMC";"FE 1";"M Senior";"7:07.0";"0:40.0";"2015-06-28T11:37:07.0000000";"KONGSBERG";""
"6";"80";"Emil Aamli";"Carlson";"M";"NOR";"SK Rye sykkel";"FE 1";"M Senior";"7:09.0";"0:42.0";"2015-06-28T11:46:39.0000000";"Ingeberg";""
"7";"69";"Joar";"Solem";"M";"NOR";"DRAMMEN";"FE 1";"M Senior";"7:18.0";"0:51.0";"2015-06-28T11:41:18.0000000";"Drammen";""
"8";"59";"Ove";"Grøndal";"M";"NOR";"Trailhead Nesbyen";"FE 1";"M Senior";"7:24.0";"0:57.0";"2015-06-28T11:36:24.0000000";"NESBYEN";""
"9";"64";"John Ola";"Buøy";"M";"NOR";"Orkla CK / Team Ibis";"FE 1";"M Senior";"7:28.0";"1:01.0";"2015-06-28T11:38:58.0000000";"Buvika";""
"10";"124";"Bjørn";"Ballangrud";"M";"NOR";"Lillehammer CK / NTG Lillehammer";"FE 1";"M Senior";"7:33.0";"1:06.0";"2015-06-28T12:09:03.0000000";"Lillehammer";""
"11";"111";"Edgars";"Abols";"M";"LAT";"Sandnes Sykleklubb";"FE 1";"M Senior";"7:34.0";"1:07.0";"2015-06-28T12:02:34.0000000";"Taurene";""
"12";"131";"Michael Overbeck";"Cook";"M";"NOR";"IK Hero";"FE 1";"M Senior";"7:39.0";"1:12.0";"2015-06-28T12:12:39.0000000";"Eidsvoll";""
"13";"96";"Tarjei";"Hofset";"M";"NOR";"Team Sport Support";"FE 1";"M Senior";"7:40.0";"1:13.0";"2015-06-28T11:55:10.0000000";"TRONDHEIM";""
"14";"139";"Edgars";"Cirulis";"M";"NOR";"";"FE 1";"M Senior";"7:45.0";"1:18.0";"2015-06-28T12:16:45.0000000";"";""
"15";"92";"Kristian";"Ertnes";"M";"NOR";"Sogn CK";"FE 1";"M Senior";"7:49.0";"1:22.0";"2015-06-28T11:53:19.0000000";"Sogndal";""
"16";"176";"Martin";"Eriksson";"M";"SWE";"Cykloteket Racing Team";"FE 1";"M Senior";"7:55.0";"1:28.0";"2015-06-28T12:35:25.0000000";"Falun";""
"16";"82";"Michal";"Wiecyk";"M";"POL";"TRONDHEIM";"FE 1";"M Senior";"7:55.0";"1:28.0";"2015-06-28T11:48:25.0000000";"TRONDHEIM";""
"18";"66";"Simon";"Johansson";"M";"SWE";"IK Hero";"FE 1";"M Senior";"7:59.0";"1:32.0";"2015-06-28T11:40:29.0000000";"Slependen";""
"18";"161";"Vegard";"Skorpen";"M";"NOR";"Gayduro Riders";"FE 1";"M Senior";"7:59.0";"1:32.0";"2015-06-28T12:27:59.0000000";"Oslo";""
"20";"67";"Øyvind";"Sætra";"M";"NOR";"Sogn CK";"FE 1";"M Senior";"8:01.0";"1:34.0";"2015-06-28T11:41:01.0000000";"Sogndal";""
"21";"101";"Arild";"Gravdal";"M";"NOR";"Bergen MTB Klubb";"FE 1";"M Senior";"8:03.0";"1:36.0";"2015-06-28T11:58:03.0000000";"Øvre Ervik";""
"22";"85";"Pål";"Grotnes";"M";"NOR";"Gresvik IF";"FE 1";"M Senior";"8:09.0";"1:42.0";"2015-06-28T11:50:09.0000000";"Fredrikstad";""
"23";"110";"Ola";"Aarsland";"M";"NOR";"Sogn CK";"FE 1";"M Senior";"8:13.0";"1:46.0";"2015-06-28T12:02:43.0000000";"SOGNDAL";""
"24";"93";"Nikolai";"Sele";"M";"NOR";"Nordfjord Grovsyklarlaug";"FE 1";"M Senior";"8:16.0";"1:49.0";"2015-06-28T11:54:16.0000000";"SANDANE";""
"25";"104";"Leiv";"Tvenning";"M";"NOR";"Bergen MTB Klubb";"FE 1";"M Senior";"8:17.0";"1:50.0";"2015-06-28T11:59:47.0000000";"BERGEN";""
"26";"94";"Thomas";"Borthen";"M";"NOR";"Romeriksåsen SK";"FE 1";"M Senior";"8:18.0";"1:51.0";"2015-06-28T11:54:48.0000000";"Skedsmokorset";""
"26";"105";"Petter";"Strøm";"M";"NOR";"Sogn CK / Sti5";"FE 1";"M Senior";"8:18.0";"1:51.0";"2015-06-28T12:00:18.0000000";"Sogndal";""
"28";"90";"Magnus";"Grönberg";"M";"NOR";"Hemsedal IL Sykkel";"FE 1";"M Senior";"8:20.0";"1:53.0";"2015-06-28T11:52:50.0000000";"Hemsedal";""
"29";"107";"Stian";"Rånes";"M";"NOR";"Drammen CK";"FE 1";"M Senior";"8:22.0";"1:55.0";"2015-06-28T12:01:22.0000000";"Drammen";""
"30";"78";"Martin A";"Steen";"M";"NOR";"KROKKLEIVA";"FE 1";"M Senior";"8:25.0";"1:58.0";"2015-06-28T11:46:55.0000000";"KROKKLEIVA";""
"31";"98";"Tage Rickard";"Sundell";"M";"SWE";"SK Rye sykkel / Team Ibis";"FE 1";"M Senior";"8:26.0";"1:59.0";"2015-06-28T11:56:56.0000000";"LEIKANGER";""
"32";"76";"Jonas";"Olsson";"M";"NOR";"Hemsedal IL Sykkel / Mx-Training.Com";"FE 1";"M Senior";"8:28.0";"2:01.0";"2015-06-28T11:45:58.0000000";"HEMSEDAL";""
"33";"165";"Petter";"Christiansen";"M";"NOR";"BERGEN";"FE 1";"M Senior";"8:29.0";"2:02.0";"2015-06-28T12:30:29.0000000";"Bergen";""
"34";"175";"Ola";"Gulbrandsen";"M";"NOR";"KONGSBERG";"FE 1";"M Senior";"8:31.0";"2:04.0";"2015-06-28T12:35:31.0000000";"KONGSBERG";""
"35";"154";"Jan Helge";"Aalbu";"M";"NOR";"Sogn CK";"FE 1";"M Senior";"8:32.0";"2:05.0";"2015-06-28T12:25:02.0000000";"Sogndal";""
"35";"97";"Geir";"Nummedal";"M";"NOR";"Voss MTB Klubb";"FE 1";"M Senior";"8:32.0";"2:05.0";"2015-06-28T11:56:32.0000000";"OSLO";""
"37";"88";"Steinar";"Willassen";"M";"NOR";"Hemsedal IL Sykkel";"FE 1";"M Senior";"8:34.0";"2:07.0";"2015-06-28T11:52:04.0000000";"Hemsedal";""
"38";"140";"Sven Inge";"Bråten";"M";"NOR";"OSLO";"FE 1";"M Senior";"8:35.0";"2:08.0";"2015-06-28T12:18:05.0000000";"Oslo";""
"39";"146";"Sigve";"Swensen";"M";"NOR";"GJETTUM";"FE 1";"M Senior";"8:40.0";"2:13.0";"2015-06-28T12:21:10.0000000";"Gjettum";""
"40";"112";"Andreas Kielland";"Hauge";"M";"NOR";"Solum TSK";"FE 1";"M Senior";"8:41.0";"2:14.0";"2015-06-28T12:04:11.0000000";"PORSGRUNN";""
"41";"99";"Truls Kristian";"Syvertsen";"M";"NOR";"Drammen CK / Team Letth";"FE 1";"M Senior";"8:47.0";"2:20.0";"2015-06-28T11:57:47.0000000";"Steinberg";""
"42";"102";"Olav";"Aga";"M";"NOR";"Bergen MTB Klubb";"FE 1";"M Senior";"8:50.0";"2:23.0";"2015-06-28T11:59:20.0000000";"BERGEN";""
"43";"119";"Peder";"Gaasø";"M";"NOR";"SK Rye sykkel";"FE 1";"M Senior";"8:52.0";"2:25.0";"2015-06-28T12:07:52.0000000";"OSLO";""
"44";"100";"Aleksander";"Ødegård";"M";"NOR";"Drammen CK";"FE 1";"M Senior";"8:53.0";"2:26.0";"2015-06-28T11:58:23.0000000";"KONGSBERG";""
"45";"137";"Iver";"Skustad";"M";"NOR";"Drammen CK";"FE 1";"M Senior";"8:54.0";"2:27.0";"2015-06-28T12:16:54.0000000";"Drammen";""
"46";"81";"Karsten";"Hjelseth";"M";"NOR";"OSLO";"FE 1";"M Senior";"8:56.0";"2:29.0";"2015-06-28T11:48:56.0000000";"Oslo";""
"47";"79";"Morgan";"Bakken";"M";"NOR";"Kragerø SK";"FE 1";"M Senior";"8:57.0";"2:30.0";"2015-06-28T11:47:57.0000000";"Kragerø";""
"48";"106";"Frank";"Seidel";"M";"NOR";"SK Rye sykkel / Team Traktor";"FE 1";"M Senior";"9:01.0";"2:34.0";"2015-06-28T12:01:31.0000000";"Hvam";""
"49";"178";"Sven";"Leininger";"M";"NOR";"Bergen MTB Klubb";"FE 1";"M Senior";"9:04.0";"2:37.0";"2015-06-28T12:37:34.0990000";"BERGEN";""
"50";"172";"Henry";"Stam";"M";"NOR";"3DJ";"FE 1";"M Senior";"9:05.0";"2:38.0";"2015-06-28T12:34:35.0000000";"3Dj";""
"51";"103";"Rune";"Tangen";"M";"NOR";"Romeriksåsen SK";"FE 1";"M Senior";"9:08.0";"2:41.0";"2015-06-28T12:00:08.0000000";"Gjerdrum";""
"52";"125";"Anders";"Samnøy";"M";"NOR";"SK Rye sykkel";"FE 1";"M Senior";"9:19.0";"2:52.0";"2015-06-28T12:11:19.0000000";"Oslo";""
"53";"185";"Christopher Cassidy";"Svennevik";"M";"NOR";"HEMSEDAL";"FE 1";"M Senior";"9:21.0";"2:54.0";"2015-06-28T12:41:21.7670000";"Hemsedal";""
"54";"84";"Anton";"Odbro";"M";"SWE";"Göteborgs Stigcyklister";"FE 1";"M Senior";"9:23.0";"2:56.0";"2015-06-28T11:50:53.0000000";"Göteborg";""
"55";"109";"Geir Vidar";"Bjørndalen";"M";"NOR";"Romeriksåsen SK";"FE 1";"M Senior";"9:26.0";"2:59.0";"2015-06-28T12:03:26.0000000";"Gjerdrum";""
"56";"163";"Nikolai";"Fekjær";"M";"NOR";"Moss CK";"FE 1";"M Senior";"9:28.0";"3:01.0";"2015-06-28T12:30:28.0000000";"Saltnes";""
"57";"160";"Ruben";"Høiland";"M";"NOR";"SOGNDAL";"FE 1";"M Senior";"9:32.0";"3:05.0";"2015-06-28T12:29:02.0000000";"SOGNDAL";""
"58";"95";"Even";"Braaten";"M";"NOR";"IK Hero / Team Nullstress";"FE 1";"M Senior";"9:33.0";"3:06.0";"2015-06-28T11:56:33.0000000";"Oslo";""
"59";"149";"Erik";"Almerud";"M";"NOR";"DRAMMEN";"FE 1";"M Senior";"9:35.0";"3:08.0";"2015-06-28T12:23:35.0000000";"DRAMMEN";""
"59";"168";"Jean-Christophe";"Barbier";"M";"FRA";"Molde CK / Prores AS";"FE 1";"M Senior";"9:35.0";"3:08.0";"2015-06-28T12:33:05.0000000";"ÅNDALSNES";""
"59";"123";"Ole Henrik";"Norberg";"M";"NOR";"OSLO";"FE 1";"M Senior";"9:35.0";"3:08.0";"2015-06-28T12:10:35.0000000";"OSLO";""
"62";"181";"Anders";"Søyland";"M";"NOR";"Bergen MTB Klubb";"FE 1";"M Senior";"9:45.0";"3:18.0";"2015-06-28T12:39:45.8410000";"Hjellestad";""
"63";"127";"Tom";"Ruud";"M";"NOR";"Lillehammer CK / Birk Sport AS";"FE 1";"M Senior";"9:48.0";"3:21.0";"2015-06-28T12:12:48.0000000";"Lillehammer";""
"64";"134";"Runar";"Sagerud";"M";"NOR";"Kolbotn SK";"FE 1";"M Senior";"9:53.0";"3:26.0";"2015-06-28T12:16:23.0000000";"Oppegård";""
"65";"120";"Jostein";"Børresen";"M";"NOR";"Drammen CK / Nedre Buskerud Nerroverlag";"FE 1";"M Senior";"9:57.0";"3:30.0";"2015-06-28T12:09:27.0000000";"SOLBERGELVA";""
"66";"91";"Thomas";"Svendsen";"M";"NOR";"OSLO";"FE 1";"M Senior";"10:07.0";"3:40.0";"2015-06-28T11:55:07.0000000";"OSLO";""
"67";"130";"Tor Arne";"Holen";"M";"NOR";"TORP";"FE 1";"M Senior";"10:15.0";"3:48.0";"2015-06-28T12:14:45.0000000";"TORP";""
"68";"157";"Stian Lie";"Hansen";"M";"NOR";"Andebarkji TSK";"FE 1";"M Senior";"10:17.0";"3:50.0";"2015-06-28T12:28:17.0000000";"DRAMMEN";""
"69";"170";"Arne";"Runde";"M";"NOR";"Sunnfjord Trimklubb";"FE 1";"M Senior";"10:41.0";"4:14.0";"2015-06-28T12:35:11.0000000";"NAUSTDAL";""
"70";"144";"Anders";"Paalgardkleven";"M";"NOR";"SK Rye sykkel";"FE 1";"M Senior";"10:44.0";"4:17.0";"2015-06-28T12:22:14.0000000";"OSLO";""
"71";"83";"Baard";"Hellebostad";"M";"NOR";"Hemsedal IL Sykkel / Trail Cartel";"FE 1";"M Senior";"10:48.0";"4:21.0";"2015-06-28T11:51:48.0000000";"Borgen";""
"72";"129";"Lars-Petter";"Holm";"M";"NOR";"Eiker-Kvikk sykkel";"FE 1";"M Senior";"11:09.0";"4:42.0";"2015-06-28T12:15:09.0000000";"HOKKSUND";""
"73";"133";"Sindre";"Rasmussen";"M";"NOR";"Gresvik IF";"FE 1";"M Senior";"11:17.0";"4:50.0";"2015-06-28T12:17:17.0000000";"Fredrikstad";""
"74";"136";"Kristoffer";"Berdal";"M";"NOR";"IK Hero";"FE 1";"M Senior";"12:03.0";"5:36.0";"2015-06-28T12:19:33.5170000";"Oslo";""
"75";"153";"Frank Have";"Olesen";"M";"NOR";"Lerheim Gravity";"FE 1";"M Senior";"12:27.0";"6:00.0";"2015-06-28T12:28:27.3920000";"SOGNDAL";""
"76";"72";"Johannes";"LUND";"M";"NOR";"Sogn CK";"FE 1";"M Senior";"13:24.0";"6:57.0";"2015-06-28T11:48:54.0000000";"Kaupanger";""
"77";"143";"Per Henrik Opsal";"Thorp";"M";"NOR";"IK Hero";"FE 1";"M Senior";"13:39.0";"7:12.0";"2015-06-28T12:24:39.0000000";"HOSLE";""
"78";"132";"Lars Kristian";"Günther";"M";"NOR";"Skjeberg CK";"FE 1";"M Senior";"13:58.0";"7:31.0";"2015-06-28T12:19:28.0000000";"DEGERNES";""
"79";"155";"Even";"Hægland";"M";"NOR";"CK Henie";"FE 1";"M Senior";"15:03.0";"8:36.0";"2015-06-28T12:32:03.0000000";"Os";""
"80";"145";"Eddie";"Setekleiv";"M";"NOR";"SK Rye sykkel";"FE 1";"M Senior";"22:07.0";"15:40.0";"2015-06-28T12:34:07.0000000";"Trondheim";""
"81";"164";"Espen";"Kørra";"M";"NOR";"SOGNDAL";"FE 1";"M Senior";"25:41.0";"19:14.0";"2015-06-28T12:47:11.5840000";"Sogndal";""
"82";"63";"Ted";"Johansen";"M";"NOR";"IF Frøy";"FE 1";"M Senior";"0:00.0";"";"";"OSLO";""
"82";"174";"Joakim";"Rissveds";"M";"SWE";"FALUN";"FE 1";"M Senior";"0:00.0";"";"";"Falun";""
"1";"2";"Hilde";"Strædet";"F";"NOR";"Kristiansands CK";"FE 2";"K Senior";"18:07.0";"0:00.0";"2015-06-28T13:25:03.0000000";"Kristiansand S";""
"2";"1";"Alice";"Grindheim";"F";"NOR";"Drammen CK";"FE 2";"K Senior";"18:28.0";"0:21.0";"2015-06-28T13:24:26.0940000";"Oslo";""
"3";"9";"Stina";"Bondehagen";"F";"NOR";"Oslostudentenes IK";"FE 2";"K Senior";"19:15.0";"1:08.0";"2015-06-28T13:29:01.4760000";"Oslo";""
"4";"3";"Helene Thon";"Moland";"F";"NOR";"Hemsedal IL Sykkel";"FE 2";"K Senior";"20:19.0";"2:12.0";"2015-06-28T13:27:04.0000000";"Hosle";""
"5";"12";"Susanne";"Beijer";"F";"SWE";"Hemsedal IL Sykkel";"FE 2";"K Senior";"21:57.0";"3:50.0";"2015-06-28T13:31:52.0110000";"Hemsedal";""
"6";"11";"Astri";"Knudsen";"F";"NOR";"SK Rye sykkel / Team Ibis";"FE 2";"K Senior";"22:43.0";"4:36.0";"2015-06-28T13:31:39.3720000";"LEIKANGER";""
"6";"22";"Ragnhild";"Solheim";"F";"NOR";"BERGEN";"FE 2";"K Senior";"22:43.0";"4:36.0";"2015-06-28T13:37:08.6910000";"Bergen";""
"8";"21";"Sigrid";"Michaelsen";"F";"NOR";"SOGNDAL";"FE 2";"K Senior";"23:42.0";"5:35.0";"2015-06-28T13:37:37.0170000";"SOGNDAL";""
"9";"16";"Ingrid Kristine";"Odongo";"F";"NOR";"Hemsedal IL Sykkel / Speedproducts";"FE 2";"K Senior";"25:16.0";"7:09.0";"2015-06-28T13:35:38.3690000";"HEMSEDAL";""
"10";"19";"Lise";"Stene";"F";"NOR";"OSLO";"FE 2";"K Senior";"25:52.0";"7:45.0";"2015-06-28T13:37:48.4050000";"OSLO";""
"11";"7";"Martine";"Walbye";"F";"NOR";"SKREIA";"FE 2";"K Senior";"26:07.0";"8:00.0";"2015-06-28T13:31:47.3030000";"SKREIA";""
"12";"8";"Inger Helene";"Hamborg";"F";"NOR";"Snertne Pigers Velocipedklub";"FE 2";"K Senior";"28:16.0";"10:09.0";"2015-06-28T13:34:21.4660000";"Kongsberg";""
"13";"14";"Tonje";"Sameien";"F";"NOR";"SOGNDAL";"FE 2";"K Senior";"32:26.0";"14:19.0";"2015-06-28T13:38:19.9600000";"SOGNDAL";""
"14";"20";"Marta Skadal";"Kvåle";"F";"NOR";"OSLO";"FE 2";"K Senior";"32:54.0";"14:47.0";"2015-06-28T13:45:37.0610000";"OSLO";""
"15";"13";"Maria";"Bergli";"F";"NOR";"DRAMMEN";"FE 2";"K Senior";"35:29.0";"17:22.0";"2015-06-28T13:40:02.7620000";"Drammen";""
"82";"63";"Ted";"Johansen";"M";"NOR";"IF Frøy";"FE 2";"M Senior";"7:52.0";"0:00.0";"2015-06-28T13:53:52.8090000";"OSLO";""
"1";"68";"Zakarias Blom";"Johansen";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"13:26.0";"5:34.0";"2015-06-28T13:55:22.3290000";"Kolsås";""
"2";"70";"Lars Vatnebryn";"Sandviken";"M";"NOR";"Drammen CK";"FE 2";"M Senior";"13:50.0";"5:58.0";"2015-06-28T13:56:30.6070000";"Kongsberg";""
"3";"73";"Nils Einar";"Berget";"M";"NOR";"Sogn CK";"FE 2";"M Senior";"14:17.0";"6:25.0";"2015-06-28T13:58:23.5690000";"VALDERØYA";""
"4";"80";"Emil Aamli";"Carlson";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"14:34.0";"6:42.0";"2015-06-28T14:01:55.9320000";"Ingeberg";""
"5";"58";"Espen";"Johnsen";"M";"NOR";"Bergen MTB Klubb";"FE 2";"M Senior";"14:38.0";"6:46.0";"2015-06-28T13:51:41.7670000";"Bergen";""
"6";"61";"Tom";"Haukom";"M";"NOR";"FMC";"FE 2";"M Senior";"14:57.0";"7:05.0";"2015-06-28T13:52:50.7710000";"KONGSBERG";""
"7";"59";"Ove";"Grøndal";"M";"NOR";"Trailhead Nesbyen";"FE 2";"M Senior";"15:07.0";"7:15.0";"2015-06-28T13:51:43.5360000";"NESBYEN";""
"8";"64";"John Ola";"Buøy";"M";"NOR";"Orkla CK / Team Ibis";"FE 2";"M Senior";"15:13.0";"7:21.0";"2015-06-28T13:54:15.3470000";"Buvika";""
"9";"69";"Joar";"Solem";"M";"NOR";"DRAMMEN";"FE 2";"M Senior";"15:29.0";"7:37.0";"2015-06-28T13:57:11.9860000";"Drammen";""
"10";"124";"Bjørn";"Ballangrud";"M";"NOR";"Lillehammer CK / NTG Lillehammer";"FE 2";"M Senior";"15:51.0";"7:59.0";"2015-06-28T14:24:48.6810000";"Lillehammer";""
"11";"131";"Michael Overbeck";"Cook";"M";"NOR";"IK Hero";"FE 2";"M Senior";"15:59.0";"8:07.0";"2015-06-28T14:28:20.0220000";"Eidsvoll";""
"12";"111";"Edgars";"Abols";"M";"LAT";"Sandnes Sykleklubb";"FE 2";"M Senior";"16:03.0";"8:11.0";"2015-06-28T14:18:29.9410000";"Taurene";""
"13";"82";"Michal";"Wiecyk";"M";"POL";"TRONDHEIM";"FE 2";"M Senior";"16:08.0";"8:16.0";"2015-06-28T14:03:43.6680000";"TRONDHEIM";""
"14";"66";"Simon";"Johansson";"M";"SWE";"IK Hero";"FE 2";"M Senior";"16:14.0";"8:22.0";"2015-06-28T13:55:45.5130000";"Slependen";""
"15";"176";"Martin";"Eriksson";"M";"SWE";"Cykloteket Racing Team";"FE 2";"M Senior";"16:19.0";"8:27.0";"2015-06-28T14:50:54.2600000";"Falun";""
"16";"67";"Øyvind";"Sætra";"M";"NOR";"Sogn CK";"FE 2";"M Senior";"16:19.0";"8:27.0";"2015-06-28T13:56:18.5530000";"Sogndal";""
"17";"161";"Vegard";"Skorpen";"M";"NOR";"Gayduro Riders";"FE 2";"M Senior";"16:26.0";"8:34.0";"2015-06-28T14:43:27.2480000";"Oslo";""
"18";"139";"Edgars";"Cirulis";"M";"NOR";"";"FE 2";"M Senior";"16:28.0";"8:36.0";"2015-06-28T14:32:43.3950000";"";""
"19";"92";"Kristian";"Ertnes";"M";"NOR";"Sogn CK";"FE 2";"M Senior";"16:29.0";"8:37.0";"2015-06-28T14:09:10.6000000";"Sogndal";""
"20";"110";"Ola";"Aarsland";"M";"NOR";"Sogn CK";"FE 2";"M Senior";"16:40.0";"8:48.0";"2015-06-28T14:17:57.4200000";"SOGNDAL";""
"21";"85";"Pål";"Grotnes";"M";"NOR";"Gresvik IF";"FE 2";"M Senior";"16:54.0";"9:02.0";"2015-06-28T14:05:45.5600000";"Fredrikstad";""
"22";"101";"Arild";"Gravdal";"M";"NOR";"Bergen MTB Klubb";"FE 2";"M Senior";"16:58.0";"9:06.0";"2015-06-28T14:13:55.4950000";"Øvre Ervik";""
"23";"154";"Jan Helge";"Aalbu";"M";"NOR";"Sogn CK";"FE 2";"M Senior";"17:07.0";"9:15.0";"2015-06-28T14:40:05.6850000";"Sogndal";""
"24";"165";"Petter";"Christiansen";"M";"NOR";"BERGEN";"FE 2";"M Senior";"17:09.0";"9:17.0";"2015-06-28T14:45:40.9680000";"Bergen";""
"25";"93";"Nikolai";"Sele";"M";"NOR";"Nordfjord Grovsyklarlaug";"FE 2";"M Senior";"17:12.0";"9:20.0";"2015-06-28T14:09:56.8780000";"SANDANE";""
"26";"76";"Jonas";"Olsson";"M";"NOR";"Hemsedal IL Sykkel / Mx-Training.Com";"FE 2";"M Senior";"17:13.0";"9:21.0";"2015-06-28T14:01:15.8870000";"HEMSEDAL";""
"27";"78";"Martin A";"Steen";"M";"NOR";"KROKKLEIVA";"FE 2";"M Senior";"17:18.0";"9:26.0";"2015-06-28T14:02:23.4560000";"KROKKLEIVA";""
"28";"98";"Tage Rickard";"Sundell";"M";"SWE";"SK Rye sykkel / Team Ibis";"FE 2";"M Senior";"17:19.0";"9:27.0";"2015-06-28T14:12:23.5300000";"LEIKANGER";""
"29";"107";"Stian";"Rånes";"M";"NOR";"Drammen CK";"FE 2";"M Senior";"17:21.0";"9:29.0";"2015-06-28T14:16:59.7170000";"Drammen";""
"30";"94";"Thomas";"Borthen";"M";"NOR";"Romeriksåsen SK";"FE 2";"M Senior";"17:23.0";"9:31.0";"2015-06-28T14:10:35.9560000";"Skedsmokorset";""
"31";"88";"Steinar";"Willassen";"M";"NOR";"Hemsedal IL Sykkel";"FE 2";"M Senior";"17:40.0";"9:48.0";"2015-06-28T14:07:36.9360000";"Hemsedal";""
"32";"102";"Olav";"Aga";"M";"NOR";"Bergen MTB Klubb";"FE 2";"M Senior";"17:43.0";"9:51.0";"2015-06-28T14:14:23.8160000";"BERGEN";""
"33";"90";"Magnus";"Grönberg";"M";"NOR";"Hemsedal IL Sykkel";"FE 2";"M Senior";"17:52.0";"10:00.0";"2015-06-28T14:09:02.3630000";"Hemsedal";""
"34";"79";"Morgan";"Bakken";"M";"NOR";"Kragerø SK";"FE 2";"M Senior";"18:01.0";"10:09.0";"2015-06-28T14:03:04.1400000";"Kragerø";""
"35";"106";"Frank";"Seidel";"M";"NOR";"SK Rye sykkel / Team Traktor";"FE 2";"M Senior";"18:11.0";"10:19.0";"2015-06-28T14:16:40.9910000";"Hvam";""
"38";"104";"Leiv";"Tvenning";"M";"NOR";"Bergen MTB Klubb";"FE 2";"M Senior";"18:15.0";"10:23.0";"2015-06-28T14:16:28.4670000";"BERGEN";""
"39";"146";"Sigve";"Swensen";"M";"NOR";"GJETTUM";"FE 2";"M Senior";"18:17.0";"10:25.0";"2015-06-28T14:37:07.1310000";"Gjettum";""
